,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score,Lannister_Word_Ranking,Lannister_Word_Score,Stark_Word_Score,Targaryen_Word_Score,Mormont_Word_Score
2050,5/22/2011,Season 1,Episode 6,A Golden Crown,sansa stark,What?!,House Stark, what,1,['what'],[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0
2052,5/22/2011,Season 1,Episode 6,A Golden Crown,sansa stark,What about Joffrey?,House Stark, what about joffrey,3,"['what', 'about', 'joffrey']",['joffrey'],['joffrey'], joffrey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0014283163720764148,0.0,0.0
2053,5/22/2011,Season 1,Episode 6,A Golden Crown,arya stark,Are you dying because of your leg? Is that why you're sending us home?,House Stark, are you dying because of your leg is that why you are sending us home,15,"['are', 'you', 'dying', 'because', 'of', 'your', 'leg', 'is', 'that', 'why', 'you', 'are', 'sending', 'us', 'home']","['dying', 'leg', 'sending', 'us', 'home']","['dying', 'leg', 'sending', 'u', 'home']", dying leg sending u home,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.00021424745581146223,0.0003278688524590164,0.0
2055,5/22/2011,Season 1,Episode 6,A Golden Crown,sansa stark,"Please, Father. Please don't.",House Stark, please father please dont,4,"['please', 'father', 'please', 'dont']","['please', 'father', 'please', 'dont']","['please', 'father', 'please', 'dont']", please father please dont,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.5574}",0.5574,,0.0007817023740590619,0.0031690769505445453,0.001092896174863388,0.0004755865567533291
2056,5/22/2011,Season 1,Episode 6,A Golden Crown,arya stark,You can't. I've got my lessons with Syrio. I'm finally getting good.,House Stark, you cant i have got my lessons with syrio i am finally getting good,14,"['you', 'cant', 'i', 'have', 'got', 'my', 'lessons', 'with', 'syrio', 'i', 'am', 'finally', 'getting', 'good']","['cant', 'got', 'lessons', 'syrio', 'finally', 'getting', 'good']","['cant', 'got', 'lesson', 'syrio', 'finally', 'getting', 'good']", cant got lesson syrio finally getting good,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,,0.00031433534618247993,0.0004846073405259265,0.000234192037470726,0.0006341154090044388
2058,5/22/2011,Season 1,Episode 6,A Golden Crown,arya stark,Can't we take Syrio back with us?,House Stark, cannot we take syrio back with us,7,"['cannot', 'we', 'take', 'syrio', 'back', 'with', 'us']","['cannot', 'take', 'syrio', 'back', 'us']","['cannot', 'take', 'syrio', 'back', 'u']", cannot take syrio back u,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.00037058482918355523,0.0013926084627745045,0.0013114754098360656,0.0007609384908053266
2059,5/22/2011,Season 1,Episode 6,A Golden Crown,sansa stark,Who cares about your stupid dancing teacher? I can't go. I'm supposed to marry Prince Joffrey. I love him and I'm meant to be his queen and have his babies.,House Stark, who cares about your stupid dancing teacher i cannot go i am supposed to marry prince joffrey i love him and i am meant to be his queen and have his babies,32,"['who', 'cares', 'about', 'your', 'stupid', 'dancing', 'teacher', 'i', 'cannot', 'go', 'i', 'am', 'supposed', 'to', 'marry', 'prince', 'joffrey', 'i', 'love', 'him', 'and', 'i', 'am', 'meant', 'to', 'be', 'his', 'queen', 'and', 'have', 'his', 'babies']","['cares', 'stupid', 'dancing', 'teacher', 'cannot', 'go', 'supposed', 'marry', 'prince', 'joffrey', 'love', 'meant', 'queen', 'babies']","['care', 'stupid', 'dancing', 'teacher', 'cannot', 'go', 'supposed', 'marry', 'prince', 'joffrey', 'love', 'meant', 'queen', 'baby']", care stupid dancing teacher cannot go supposed marry prince joffrey love meant queen baby,"{'neg': 0.156, 'neu': 0.505, 'pos': 0.339, 'compound': 0.6124}",0.6124,,0.0002564314666225494,0.0009182033820491238,0.00035128805620608894,0.0004982335356463447
2060,5/22/2011,Season 1,Episode 6,A Golden Crown,arya stark,Seven hells.,House Stark, seven hells,2,"['seven', 'hells']","['seven', 'hells']","['seven', 'hell']", seven hell,"{'neg': 0.821, 'neu': 0.179, 'pos': 0.0, 'compound': -0.6808}",-0.6808,,0.0004632310364794441,0.0,0.000819672131147541,0.0
2062,5/22/2011,Season 1,Episode 6,A Golden Crown,sansa stark,"I don't want someone brave and gentle and strong. I want him! He'll be the greatest king that ever was, a golden lion, and I'll give him sons with beautiful blond hair.",House Stark, i do not want someone brave and gentle and strong i want him he will be the greatest king that ever was a golden lion and i will give him sons with beautiful blond hair,35,"['i', 'do', 'not', 'want', 'someone', 'brave', 'and', 'gentle', 'and', 'strong', 'i', 'want', 'him', 'he', 'will', 'be', 'the', 'greatest', 'king', 'that', 'ever', 'was', 'a', 'golden', 'lion', 'and', 'i', 'will', 'give', 'him', 'sons', 'with', 'beautiful', 'blond', 'hair']","['want', 'someone', 'brave', 'gentle', 'strong', 'want', 'greatest', 'king', 'ever', 'golden', 'lion', 'give', 'sons', 'beautiful', 'blond', 'hair']","['want', 'someone', 'brave', 'gentle', 'strong', 'want', 'greatest', 'king', 'ever', 'golden', 'lion', 'give', 'son', 'beautiful', 'blond', 'hair']", want someone brave gentle strong want greatest king ever golden lion give son beautiful blond hair,"{'neg': 0.0, 'neu': 0.307, 'pos': 0.693, 'compound': 0.9601}",0.9601,,0.0007165605095541402,0.001104713444027852,0.0010245901639344263,0.0007133798351299937
2063,5/22/2011,Season 1,Episode 6,A Golden Crown,arya stark,"The lion's not his sigil, idiot. He's a stag, like his father.",House Stark, the lions not his sigil idiot he is a stag like his father,13,"['the', 'lions', 'not', 'his', 'sigil', 'idiot', 'he', 'is', 'a', 'stag', 'like', 'his', 'father']","['lions', 'sigil', 'idiot', 'stag', 'like', 'father']","['lion', 'sigil', 'idiot', 'stag', 'like', 'father']", lion sigil idiot stag like father,"{'neg': 0.337, 'neu': 0.408, 'pos': 0.255, 'compound': -0.2023}",-0.2023,,0.0010808724184520363,0.0017853954650955187,0.0007285974499089253,0.0005284295075036991
2064,5/22/2011,Season 1,Episode 6,A Golden Crown,sansa stark,He is not. He's nothing like that old drunk king.,House Stark, he is not he is nothing like that old drunk king,11,"['he', 'is', 'not', 'he', 'is', 'nothing', 'like', 'that', 'old', 'drunk', 'king']","['nothing', 'like', 'old', 'drunk', 'king']","['nothing', 'like', 'old', 'drunk', 'king']", nothing like old drunk king,"{'neg': 0.295, 'neu': 0.42, 'pos': 0.285, 'compound': -0.0191}",-0.0191,,0.0017139548349739432,0.0014640242813783253,0.0015300546448087432,0.0007609384908053266
2066,5/22/2011,Season 1,Episode 6,A Golden Crown,sansa stark,Wait!,House Stark, wait,1,['wait'],['wait'],['wait'], wait,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0
2067,5/22/2011,Season 1,Episode 6,A Golden Crown,arya stark,Come on!,House Stark, come on,2,"['come', 'on']",['come'],['come'], come,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0011580775911986102,0.003035172290662382,0.003278688524590164,0.0025364616360177552
2068,5/22/2011,Season 1,Episode 6,A Golden Crown,sansa stark,It's not fair!,House Stark, it is not fair,4,"['it', 'is', 'not', 'fair']",['fair'],['fair'], fair,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,,0.0,0.0,0.0,0.0
2071,5/22/2011,Season 1,Episode 6,A Golden Crown,daenerys targaryen,Stop him.,House Targaryen, stop him,2,"['stop', 'him']",['stop'],['stop'], stop,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.296}",-0.296,,0.0,0.0019639350116050706,0.003825136612021858,0.0
2073,5/22/2011,Season 1,Episode 6,A Golden Crown,jorah mormont,Come.,House Mormont, come,1,['come'],['come'],['come'], come,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0011580775911986102,0.003035172290662382,0.003278688524590164,0.0025364616360177552
2076,5/22/2011,Season 1,Episode 6,A Golden Crown,jorah mormont,Khal Drogo says there is a place for you. Back there.,House Mormont, khal drogo says there is a place for you back there,11,"['khal', 'drogo', 'says', 'there', 'is', 'a', 'place', 'for', 'you', 'back', 'there']","['khal', 'drogo', 'says', 'place', 'back']","['khal', 'drogo', 'say', 'place', 'back']", khal drogo say place back,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0003474232773595831,0.0008926977325477593,0.0027322404371584704,0.0017755231452124287
2080,5/22/2011,Season 1,Episode 6,A Golden Crown,daenerys targaryen,"Viserys, please.",House Targaryen, viserys please,2,"['viserys', 'please']","['viserys', 'please']","['viserys', 'please']", viserys please,"{'neg': 0.0, 'neu': 0.303, 'pos': 0.697, 'compound': 0.3182}",0.3182,,0.0,0.0014283163720764148,0.001092896174863388,0.0
2082,5/22/2011,Season 1,Episode 6,A Golden Crown,jorah mormont,Put the sword down. They'll kill us all.,House Mormont, put the sword down they will kill us all,9,"['put', 'the', 'sword', 'down', 'they', 'will', 'kill', 'us', 'all']","['put', 'sword', 'kill', 'us']","['put', 'sword', 'kill', 'u']", put sword kill u,"{'neg': 0.701, 'neu': 0.299, 'pos': 0.0, 'compound': -0.6908}",-0.6908,,0.0006079907353792704,0.0006695232994108195,0.0009562841530054645,0.0014267596702599874
2086,5/22/2011,Season 1,Episode 6,A Golden Crown,daenerys targaryen,"He says yes. You shall have a golden crown, that men shall tremble to behold.",House Targaryen, he says yes you shall have a golden crown that men shall tremble to behold,15,"['he', 'says', 'yes', 'you', 'shall', 'have', 'a', 'golden', 'crown', 'that', 'men', 'shall', 'tremble', 'to', 'behold']","['says', 'yes', 'shall', 'golden', 'crown', 'men', 'shall', 'tremble', 'behold']","['say', 'yes', 'shall', 'golden', 'crown', 'men', 'shall', 'tremble', 'behold']", say yes shall golden crown men shall tremble behold,"{'neg': 0.178, 'neu': 0.593, 'pos': 0.229, 'compound': 0.1531}",0.1531,,0.0006819790259280704,0.0004959431847487552,0.001700060716454159,0.0009159444796730784
2089,5/22/2011,Season 1,Episode 6,A Golden Crown,jorah mormont,Look away Khaleesi.,House Mormont, look away khaleesi,3,"['look', 'away', 'khaleesi']","['look', 'away', 'khaleesi']","['look', 'away', 'khaleesi']", look away khaleesi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0008492569002123141,0.000773671368208058,0.00546448087431694,0.0025364616360177552
2090,5/22/2011,Season 1,Episode 6,A Golden Crown,daenerys targaryen,No.,House Targaryen, no,1,['no'],[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0
2094,5/22/2011,Season 1,Episode 6,A Golden Crown,jorah mormont,Khaleesi…,House Mormont, khaleesi…,1,['khaleesi'],['khaleesi'],['khaleesi'], khaleesi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.014207650273224045,0.007609384908053266
2095,5/22/2011,Season 1,Episode 6,A Golden Crown,daenerys targaryen,He was no dragon. Fire cannot kill a dragon.,House Targaryen, he was no dragon fire cannot kill a dragon,9,"['he', 'was', 'no', 'dragon', 'fire', 'cannot', 'kill', 'a', 'dragon']","['dragon', 'fire', 'cannot', 'kill', 'dragon']","['dragon', 'fire', 'cannot', 'kill', 'dragon']", dragon fire cannot kill dragon,"{'neg': 0.263, 'neu': 0.328, 'pos': 0.409, 'compound': 0.3265}",0.3265,,0.00041690793283149965,0.0009284056418496696,0.00360655737704918,0.0015218769816106531
2096,5/29/2011,Season 1,Episode 7,You Win or You Die,jaime lannister,"Summoned to court to answer for the crimes of your bannerman Gregor Clegane, the Mountain",House Lannister, summoned to court to answer for the crimes of your bannerman gregor clegane the mountain,15,"['summoned', 'to', 'court', 'to', 'answer', 'for', 'the', 'crimes', 'of', 'your', 'bannerman', 'gregor', 'clegane', 'the', 'mountain']","['summoned', 'court', 'answer', 'crimes', 'bannerman', 'gregor', 'clegane', 'mountain']","['summoned', 'court', 'answer', 'crime', 'bannerman', 'gregor', 'clegane', 'mountain']", summoned court answer crime bannerman gregor clegane mountain,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.5423}",-0.5423,,0.0,0.0,0.0,0.0
2097,5/29/2011,Season 1,Episode 7,You Win or You Die,tywin lannister,Attacking him was stupid.,House Lannister, attacking him was stupid,4,"['attacking', 'him', 'was', 'stupid']","['attacking', 'stupid']","['attacking', 'stupid']", attacking stupid,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.7506}",-0.7506,,0.0,0.0,0.0,0.0
2098,5/29/2011,Season 1,Episode 7,You Win or You Die,tywin lannister,Lannisters don't act like fools.,House Lannister, lannisters do not act like fools,6,"['lannisters', 'do', 'not', 'act', 'like', 'fools']","['lannisters', 'act', 'like', 'fools']","['lannisters', 'act', 'like', 'fool']", lannisters act like fool,"{'neg': 0.392, 'neu': 0.27, 'pos': 0.338, 'compound': -0.1027}",-0.1027,,0.0010712217718587146,0.0010712372790573112,0.001092896174863388,0.0003170577045022194
2099,5/29/2011,Season 1,Episode 7,You Win or You Die,jaime lannister,Catelyn Stark took my brother.,House Lannister, catelyn stark took my brother,5,"['catelyn', 'stark', 'took', 'my', 'brother']","['catelyn', 'stark', 'took', 'brother']","['catelyn', 'stark', 'took', 'brother']", catelyn stark took brother,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.002142443543717429,0.0011158721656846992,0.000819672131147541,0.0007926442612555486
2100,5/29/2011,Season 1,Episode 7,You Win or You Die,tywin lannister,Why is he still alive?,House Lannister, why is he still alive,5,"['why', 'is', 'he', 'still', 'alive']","['still', 'alive']","['still', 'alive']", still alive,"{'neg': 0.0, 'neu': 0.278, 'pos': 0.722, 'compound': 0.3818}",0.3818,,0.0006369426751592356,0.00044634886627387967,0.0,0.0015852885225110971
2101,5/29/2011,Season 1,Episode 7,You Win or You Die,jaime lannister,Tyrion?,House Lannister, tyrion,1,['tyrion'],['tyrion'],['tyrion'], tyrion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0
2102,5/29/2011,Season 1,Episode 7,You Win or You Die,tywin lannister,Ned Stark.,House Lannister, ned stark,2,"['ned', 'stark']","['ned', 'stark']","['ned', 'stark']", ned stark,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0025477707006369425,0.001517586145331191,0.0,0.0019023462270133164
2103,5/29/2011,Season 1,Episode 7,You Win or You Die,jaime lannister,"One of our men interfered, speared him through the leg before I could finish him.",House Lannister, one of our men interfered speared him through the leg before i could finish him,15,"['one', 'of', 'our', 'men', 'interfered', 'speared', 'him', 'through', 'the', 'leg', 'before', 'i', 'could', 'finish', 'him']","['one', 'men', 'interfered', 'speared', 'leg', 'could', 'finish']","['one', 'men', 'interfered', 'speared', 'leg', 'could', 'finish']", one men interfered speared leg could finish,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.001009181900901646,0.0009437090315504885,0.001483216237314598,0.0007247033245765015
2104,5/29/2011,Season 1,Episode 7,You Win or You Die,jaime lannister,It wouldn't have been clean.,House Lannister, it would not have been clean,6,"['it', 'would', 'not', 'have', 'been', 'clean']","['would', 'clean']","['would', 'clean']", would clean,"{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}",0.4019,,0.0024898668210770122,0.0032137118371719335,0.001639344262295082,0.0006341154090044388
2105,5/29/2011,Season 1,Episode 7,You Win or You Die,tywin lannister,Clean...,House Lannister, clean,1,['clean'],['clean'],['clean'], clean,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4019}",0.4019,,0.0,0.0,0.0,0.0
2106,5/29/2011,Season 1,Episode 7,You Win or You Die,tywin lannister,You spend too much time worrying about what other people think of you.,House Lannister, you spend too much time worrying about what other people think of you,13,"['you', 'spend', 'too', 'much', 'time', 'worrying', 'about', 'what', 'other', 'people', 'think', 'of', 'you']","['spend', 'much', 'time', 'worrying', 'people', 'think']","['spend', 'much', 'time', 'worrying', 'people', 'think']", spend much time worrying people think,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.34}",-0.34,,0.0008685581933989577,0.0009224543236326846,0.000546448087431694,0.001056859015007398
2107,5/29/2011,Season 1,Episode 7,You Win or You Die,jaime lannister,I could care less what anyone thinks of me.,House Lannister, i could care less what anyone thinks of me,9,"['i', 'could', 'care', 'less', 'what', 'anyone', 'thinks', 'of', 'me']","['could', 'care', 'less', 'anyone', 'thinks']","['could', 'care', 'le', 'anyone', 'think']", could care le anyone think,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4939}",0.4939,,0.0006485234510712217,0.0009998214604534906,0.0007650273224043716,0.0008877615726062143
2108,5/29/2011,Season 1,Episode 7,You Win or You Die,tywin lannister,Now that's what you want people to think of you.,House Lannister, now that is what you want people to think of you,11,"['now', 'that', 'is', 'what', 'you', 'want', 'people', 'to', 'think', 'of', 'you']","['want', 'people', 'think']","['want', 'people', 'think']", want people think,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.0772}",0.0772,,0.0011580775911986102,0.002380527286794025,0.002550091074681239,0.0033819488480236735
2109,5/29/2011,Season 1,Episode 7,You Win or You Die,jaime lannister,It's the truth.,House Lannister, it is the truth,4,"['it', 'is', 'the', 'truth']",['truth'],['truth'], truth,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.3182}",0.3182,,0.0,0.0,0.0,0.0
2110,5/29/2011,Season 1,Episode 7,You Win or You Die,tywin lannister,"When you hear them whispering ""Kingslayer"" behind your back, doesn't it bother you?",House Lannister, when you hear them whispering kingslayer behind your back does not it bother you,14,"['when', 'you', 'hear', 'them', 'whispering', 'kingslayer', 'behind', 'your', 'back', 'does', 'not', 'it', 'bother', 'you']","['hear', 'whispering', 'kingslayer', 'behind', 'back', 'bother']","['hear', 'whispering', 'kingslayer', 'behind', 'back', 'bother']", hear whispering kingslayer behind back bother,"{'neg': 0.324, 'neu': 0.676, 'pos': 0.0, 'compound': -0.34}",-0.34,,0.00023161551823972206,0.0004165922751889544,0.000273224043715847,0.0
2111,5/29/2011,Season 1,Episode 7,You Win or You Die,jaime lannister,Of course it bothers me.,House Lannister, of course it bothers me,5,"['of', 'course', 'it', 'bothers', 'me']","['course', 'bothers']","['course', 'bother']", course bother,"{'neg': 0.706, 'neu': 0.294, 'pos': 0.0, 'compound': -0.34}",-0.34,,0.0,0.0,0.0,0.0
2112,5/29/2011,Season 1,Episode 7,You Win or You Die,tywin lannister,The lion doesn't concern himself with the opinions of the sheep.,House Lannister, the lion does not concern himself with the opinions of the sheep,12,"['the', 'lion', 'does', 'not', 'concern', 'himself', 'with', 'the', 'opinions', 'of', 'the', 'sheep']","['lion', 'concern', 'opinions', 'sheep']","['lion', 'concern', 'opinion', 'sheep']", lion concern opinion sheep,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0
2113,5/29/2011,Season 1,Episode 7,You Win or You Die,jaime lannister,I didn't realize you placed such a high value on my brother's life.,House Lannister, i did not realize you placed such a high value on my brothers life,14,"['i', 'did', 'not', 'realize', 'you', 'placed', 'such', 'a', 'high', 'value', 'on', 'my', 'brothers', 'life']","['realize', 'placed', 'high', 'value', 'brothers', 'life']","['realize', 'placed', 'high', 'value', 'brother', 'life']", realize placed high value brother life,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.34}",0.34,,0.0007913530206523837,0.0006248884127834316,0.0009107468123861566,0.0002113718030014796
2114,5/29/2011,Season 1,Episode 7,You Win or You Die,tywin lannister,"He's a Lannister. He might be the lowest of the Lannisters, but he's one of us.",House Lannister, he is a lannister he might be the lowest of the lannisters but he is one of us,18,"['he', 'is', 'a', 'lannister', 'he', 'might', 'be', 'the', 'lowest', 'of', 'the', 'lannisters', 'but', 'he', 'is', 'one', 'of', 'us']","['lannister', 'might', 'lowest', 'lannisters', 'one', 'us']","['lannister', 'might', 'lowest', 'lannisters', 'one', 'u']", lannister might lowest lannisters one u,"{'neg': 0.394, 'neu': 0.606, 'pos': 0.0, 'compound': -0.3818}",-0.3818,,0.0010422698320787492,0.0010414806879723859,0.000546448087431694,0.0003170577045022194
2115,5/29/2011,Season 1,Episode 7,You Win or You Die,jaime lannister,So the lion does concern himself with the opinions of..,House Lannister, so the lion does concern himself with the opinions of,10,"['so', 'the', 'lion', 'does', 'concern', 'himself', 'with', 'the', 'opinions', 'of']","['lion', 'concern', 'opinions']","['lion', 'concern', 'opinion']", lion concern opinion,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0
2116,5/29/2011,Season 1,Episode 7,You Win or You Die,tywin lannister,"No, it's not an opinion, it's a fact!",House Lannister, no it is not an opinion it is a fact,10,"['no', 'it', 'is', 'not', 'an', 'opinion', 'it', 'is', 'a', 'fact']","['opinion', 'fact']","['opinion', 'fact']", opinion fact,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0
2117,5/29/2011,Season 1,Episode 7,You Win or You Die,tywin lannister,Hmm.,House Lannister, hmm,1,['hmm'],['hmm'],['hmm'], hmm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0,0.0,0.0,0.0
2118,5/29/2011,Season 1,Episode 7,You Win or You Die,cersei lannister,You're in pain.,House Lannister, you are in pain,4,"['you', 'are', 'in', 'pain']",['pain'],['pain'], pain,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.5106}",-0.5106,,0.0,0.0,0.0,0.0
2120,5/29/2011,Season 1,Episode 7,You Win or You Die,cersei lannister,Perhaps it's time to go home.,House Lannister, perhaps it is time to go home,7,"['perhaps', 'it', 'is', 'time', 'to', 'go', 'home']","['perhaps', 'time', 'go', 'home']","['perhaps', 'time', 'go', 'home']", perhaps time go home,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0010422698320787492,0.0021424745581146223,0.0012295081967213114,0.0006341154090044388
2123,5/29/2011,Season 1,Episode 7,You Win or You Die,cersei lannister,"Do you, Lord Stark? Is that why you called me here, to pose me riddles?",House Lannister, do you lord stark is that why you called me here to pose me riddles,15,"['do', 'you', 'lord', 'stark', 'is', 'that', 'why', 'you', 'called', 'me', 'here', 'to', 'pose', 'me', 'riddles']","['lord', 'stark', 'called', 'pose', 'riddles']","['lord', 'stark', 'called', 'pose', 'riddle']", lord stark called pose riddle,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0017834394904458599,0.0016068559185859668,0.0,0.0003804692454026633
2125,5/29/2011,Season 1,Episode 7,You Win or You Die,cersei lannister,Jaime would have killed him.,House Lannister, jaime would have killed him,5,"['jaime', 'would', 'have', 'killed', 'him']","['jaime', 'would', 'killed']","['jaime', 'would', 'killed']", jaime would killed,"{'neg': 0.692, 'neu': 0.308, 'pos': 0.0, 'compound': -0.6705}",-0.6705,,0.00220034742327736,0.0027971195619829795,0.001092896174863388,0.0004227436060029592
2126,5/29/2011,Season 1,Episode 7,You Win or You Die,cersei lannister,My brother is worth a thousand of your friend.,House Lannister, my brother is worth a thousand of your friend,9,"['my', 'brother', 'is', 'worth', 'a', 'thousand', 'of', 'your', 'friend']","['brother', 'worth', 'thousand', 'friend']","['brother', 'worth', 'thousand', 'friend']", brother worth thousand friend,"{'neg': 0.0, 'neu': 0.282, 'pos': 0.718, 'compound': 0.6249}",0.6249,,0.0008396062536189925,0.0006695232994108195,0.0012295081967213114,0.0003170577045022194
2128,5/29/2011,Season 1,Episode 7,You Win or You Die,cersei lannister,The Targaryens wed brothers and sisters for 300 years to keep bloodlines pure.,House Lannister, the targaryens wed brothers and sisters for 300 years to keep bloodlines pure,13,"['the', 'targaryens', 'wed', 'brothers', 'and', 'sisters', 'for', '300', 'years', 'to', 'keep', 'bloodlines', 'pure']","['targaryens', 'wed', 'brothers', 'sisters', '300', 'years', 'keep', 'bloodlines', 'pure']","['targaryens', 'wed', 'brother', 'sister', '300', 'year', 'keep', 'bloodline', 'pure']", targaryens wed brother sister 300 year keep bloodline pure,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,,0.0005404362092260181,0.0002975659108492531,0.00036429872495446266,0.00014091453533431975
2129,5/29/2011,Season 1,Episode 7,You Win or You Die,cersei lannister,Jaime and I are more than brother and sister. We shared a womb. We came into this world together. We belong together.,House Lannister, jaime and i are more than brother and sister we shared a womb we came into this world together we belong together,22,"['jaime', 'and', 'i', 'are', 'more', 'than', 'brother', 'and', 'sister', 'we', 'shared', 'a', 'womb', 'we', 'came', 'into', 'this', 'world', 'together', 'we', 'belong', 'together']","['jaime', 'brother', 'sister', 'shared', 'womb', 'came', 'world', 'together', 'belong', 'together']","['jaime', 'brother', 'sister', 'shared', 'womb', 'came', 'world', 'together', 'belong', 'together']", jaime brother sister shared womb came world together belong together,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.34}",0.34,,0.0008106543138390272,0.0003927870023210141,0.0004918032786885246,0.00012682308180088776
2131,5/29/2011,Season 1,Episode 7,You Win or You Die,cersei lannister,Do you love your children?,House Lannister, do you love your children,5,"['do', 'you', 'love', 'your', 'children']","['love', 'children']","['love', 'child']", love child,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,,0.0005211349160393746,0.0,0.0,0.0006341154090044388
2133,5/29/2011,Season 1,Episode 7,You Win or You Die,cersei lannister,No more than I love mine.,House Lannister, no more than i love mine,6,"['no', 'more', 'than', 'i', 'love', 'mine']","['love', 'mine']","['love', 'mine']", love mine,"{'neg': 0.0, 'neu': 0.192, 'pos': 0.808, 'compound': 0.6369}",0.6369,,0.0005211349160393746,0.0,0.0,0.0
2135,5/29/2011,Season 1,Episode 7,You Win or You Die,cersei lannister,Thank the Gods.,House Lannister, thank the gods,3,"['thank', 'the', 'gods']","['thank', 'gods']","['thank', 'god']", thank god,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5574}",0.5574,,0.0,0.00044634886627387967,0.000819672131147541,0.0
2137,5/29/2011,Season 1,Episode 7,You Win or You Die,cersei lannister,Hated him? I worshiped him.,House Lannister, hated him i worshiped him,5,"['hated', 'him', 'i', 'worshiped', 'him']","['hated', 'worshiped']","['hated', 'worshiped']", hated worshiped,"{'neg': 0.553, 'neu': 0.0, 'pos': 0.447, 'compound': -0.2023}",-0.2023,,0.0,0.0,0.0,0.0
