,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score
4752,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,I suppose there's only one way to find out.,House Lannister, i suppose there is only one way to find out,10,"['i', 'suppose', 'there', 'is', 'only', 'one', 'way', 'to', 'find', 'out']","['suppose', 'one', 'way', 'find']","['suppose', 'one', 'way', 'find']", suppose one way find,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4214,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,cersei lannister,I will not let you ship her off to Dorne as I was shipped off to Robert Baratheon.,House Lannister, i will not let you ship her off to dorne as i was shipped off to robert baratheon,18,"['i', 'will', 'not', 'let', 'you', 'ship', 'her', 'off', 'to', 'dorne', 'as', 'i', 'was', 'shipped', 'off', 'to', 'robert', 'baratheon']","['let', 'ship', 'dorne', 'shipped', 'robert', 'baratheon']","['let', 'ship', 'dorne', 'shipped', 'robert', 'baratheon']", let ship dorne shipped robert baratheon,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4332,4/22/2012,Season 2,Episode 4,Garden of Bones,robb stark,I doubt it.,House Stark, i doubt it,3,"['i', 'doubt', 'it']",['doubt'],['doubt'], doubt,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.3612}",-0.3612
5950,5/13/2012,Season 2,Episode 7,A Man Without Honor,catelyn stark,You strangled his son with your chains.,House Stark, you strangled his son with your chains,7,"['you', 'strangled', 'his', 'son', 'with', 'your', 'chains']","['strangled', 'son', 'chains']","['strangled', 'son', 'chain']", strangled son chain,"{'neg': 0.636, 'neu': 0.364, 'pos': 0.0, 'compound': -0.5423}",-0.5423
4245,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,grand maester pycelle,What is the meaning of this?,House Lannister, what is the meaning of this,6,"['what', 'is', 'the', 'meaning', 'of', 'this']",['meaning'],['meaning'], meaning,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3987,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,jorah mormont,Leave us.,House Mormont, leave us,2,"['leave', 'us']","['leave', 'us']","['leave', 'u']", leave u,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.0516}",-0.0516
3512,4/1/2012,Season 2,Episode 1,The North Remembers,cersei lannister,His life is in danger.,House Lannister, his life is in danger,5,"['his', 'life', 'is', 'in', 'danger']","['life', 'danger']","['life', 'danger']", life danger,"{'neg': 0.773, 'neu': 0.227, 'pos': 0.0, 'compound': -0.5267}",-0.5267
4013,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,luwin,"Well, they may have done. But they're gone from the world, along with much else. These are dreams, Bran, nothing more.",House Stark, well they may have done but they are gone from the world along with much else these are dreams bran nothing more,22,"['well', 'they', 'may', 'have', 'done', 'but', 'they', 'are', 'gone', 'from', 'the', 'world', 'along', 'with', 'much', 'else', 'these', 'are', 'dreams', 'bran', 'nothing', 'more']","['well', 'may', 'done', 'gone', 'world', 'along', 'much', 'else', 'dreams', 'bran', 'nothing']","['well', 'may', 'done', 'gone', 'world', 'along', 'much', 'else', 'dream', 'bran', 'nothing']", well may done gone world along much else dream bran nothing,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.4767}",0.4767
6149,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,Pig shit.,House Lannister, pig shit,2,"['pig', 'shit']","['pig', 'shit']","['pig', 'shit']", pig shit,"{'neg': 0.783, 'neu': 0.217, 'pos': 0.0, 'compound': -0.5574}",-0.5574
4363,4/22/2012,Season 2,Episode 4,Garden of Bones,robb stark,The family he fights for.,House Stark, the family he fights for,5,"['the', 'family', 'he', 'fights', 'for']","['family', 'fights']","['family', 'fight']", family fight,"{'neg': 0.722, 'neu': 0.278, 'pos': 0.0, 'compound': -0.3818}",-0.3818
5614,5/13/2012,Season 2,Episode 7,A Man Without Honor,tywin lannister,Mmm. Is that mutton?,House Lannister, mmm is that mutton,4,"['mmm', 'is', 'that', 'mutton']","['mmm', 'mutton']","['mmm', 'mutton']", mmm mutton,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6633,5/27/2012,Season 2,Episode 9,Blackwater,cersei lannister,Where is Joffrey?,House Lannister, where is joffrey,3,"['where', 'is', 'joffrey']",['joffrey'],['joffrey'], joffrey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6542,5/27/2012,Season 2,Episode 9,Blackwater,cersei lannister,He is. Traitors are a danger to us all. More wine.,House Lannister, he is traitors are a danger to us all more wine,11,"['he', 'is', 'traitors', 'are', 'a', 'danger', 'to', 'us', 'all', 'more', 'wine']","['traitors', 'danger', 'us', 'wine']","['traitor', 'danger', 'u', 'wine']", traitor danger u wine,"{'neg': 0.63, 'neu': 0.37, 'pos': 0.0, 'compound': -0.5267}",-0.5267
5428,5/6/2012,Season 2,Episode 6,The Old Gods and the New,robb stark,Quent.,House Stark, quent,1,['quent'],['quent'],['quent'], quent,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3549,4/8/2012,Season 2,Episode 2,The Night Lands,cersei lannister,What are you doing here?,House Lannister, what are you doing here,5,"['what', 'are', 'you', 'doing', 'here']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
4856,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,tywin lannister,And what is their sigil?,House Lannister, and what is their sigil,5,"['and', 'what', 'is', 'their', 'sigil']",['sigil'],['sigil'], sigil,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4979,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,catelyn stark,My own mother died on the birthing bed when I was very young.,House Stark, my own mother died on the birthing bed when i was very young,13,"['my', 'own', 'mother', 'died', 'on', 'the', 'birthing', 'bed', 'when', 'i', 'was', 'very', 'young']","['mother', 'died', 'birthing', 'bed', 'young']","['mother', 'died', 'birthing', 'bed', 'young']", mother died birthing bed young,"{'neg': 0.474, 'neu': 0.526, 'pos': 0.0, 'compound': -0.5574}",-0.5574
6699,5/27/2012,Season 2,Episode 9,Blackwater,sansa stark,The queen said they'd rape everyone.,House Stark, the queen said they would rape everyone,7,"['the', 'queen', 'said', 'they', 'would', 'rape', 'everyone']","['queen', 'said', 'would', 'rape', 'everyone']","['queen', 'said', 'would', 'rape', 'everyone']", queen said would rape everyone,"{'neg': 0.54, 'neu': 0.46, 'pos': 0.0, 'compound': -0.6908}",-0.6908
6735,5/27/2012,Season 2,Episode 9,Blackwater,cersei lannister,"I will keep you safe, my love. I promise you.",House Lannister, i will keep you safe my love i promise you,10,"['i', 'will', 'keep', 'you', 'safe', 'my', 'love', 'i', 'promise', 'you']","['keep', 'safe', 'love', 'promise']","['keep', 'safe', 'love', 'promise']", keep safe love promise,"{'neg': 0.0, 'neu': 0.096, 'pos': 0.904, 'compound': 0.8555}",0.8555
3502,4/1/2012,Season 2,Episode 1,The North Remembers,robb stark,Give Lord Renly my regards.,House Stark, give lord renly my regards,5,"['give', 'lord', 'renly', 'my', 'regards']","['give', 'lord', 'renly', 'regards']","['give', 'lord', 'renly', 'regard']", give lord renly regard,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5807,5/13/2012,Season 2,Episode 7,A Man Without Honor,jaime lannister,I went to Willem Frey's wedding?,House Lannister, i went to willem freys wedding,6,"['i', 'went', 'to', 'willem', 'freys', 'wedding']","['went', 'willem', 'freys', 'wedding']","['went', 'willem', 'frey', 'wedding']", went willem frey wedding,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4160,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,tyrion lannister,"But remember, the Queen mustn't know.",House Lannister, but remember the queen must not know,7,"['but', 'remember', 'the', 'queen', 'must', 'not', 'know']","['remember', 'queen', 'must', 'know']","['remember', 'queen', 'must', 'know']", remember queen must know,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4238,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,tyrion lannister,"Oh, that's a shame. You were to be the centerpiece of my next deception. My brother Jaime rots in a Northern stockade. I would see him released. That's where you come in.",House Lannister, oh that is a shame you were to be the centerpiece of my next deception my brother jaime rots in a northern stockade i would see him released that is where you come in,34,"['oh', 'that', 'is', 'a', 'shame', 'you', 'were', 'to', 'be', 'the', 'centerpiece', 'of', 'my', 'next', 'deception', 'my', 'brother', 'jaime', 'rots', 'in', 'a', 'northern', 'stockade', 'i', 'would', 'see', 'him', 'released', 'that', 'is', 'where', 'you', 'come', 'in']","['oh', 'shame', 'centerpiece', 'next', 'deception', 'brother', 'jaime', 'rots', 'northern', 'stockade', 'would', 'see', 'released', 'come']","['oh', 'shame', 'centerpiece', 'next', 'deception', 'brother', 'jaime', 'rot', 'northern', 'stockade', 'would', 'see', 'released', 'come']", oh shame centerpiece next deception brother jaime rot northern stockade would see released come,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.7184}",-0.7184
6134,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,I did not know. And how did you accomplish this marked drop in thievery?,House Lannister, i did not know and how did you accomplish this marked drop in thievery,14,"['i', 'did', 'not', 'know', 'and', 'how', 'did', 'you', 'accomplish', 'this', 'marked', 'drop', 'in', 'thievery']","['know', 'accomplish', 'marked', 'drop', 'thievery']","['know', 'accomplish', 'marked', 'drop', 'thievery']", know accomplish marked drop thievery,"{'neg': 0.515, 'neu': 0.202, 'pos': 0.283, 'compound': -0.3182}",-0.3182
3509,4/1/2012,Season 2,Episode 1,The North Remembers,joffrey lannister,I think they might. They're weak. They put too much value on their women. .,House Lannister, i think they might they are weak they put too much value on their women ,15,"['i', 'think', 'they', 'might', 'they', 'are', 'weak', 'they', 'put', 'too', 'much', 'value', 'on', 'their', 'women']","['think', 'might', 'weak', 'put', 'much', 'value', 'women']","['think', 'might', 'weak', 'put', 'much', 'value', 'woman']", think might weak put much value woman,"{'neg': 0.282, 'neu': 0.485, 'pos': 0.233, 'compound': -0.128}",-0.128
6724,5/27/2012,Season 2,Episode 9,Blackwater,tommen lannister,The Kingswood?,House Lannister, the kingswood,2,"['the', 'kingswood']",['kingswood'],['kingswood'], kingswood,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4620,4/22/2012,Season 2,Episode 4,Garden of Bones,tyrion lannister,Have you ever given any thought to what King Joffrey will have to say when he finds out you've been bedding his mother?,House Lannister, have you ever given any thought to what king joffrey will have to say when he finds out you have been bedding his mother,24,"['have', 'you', 'ever', 'given', 'any', 'thought', 'to', 'what', 'king', 'joffrey', 'will', 'have', 'to', 'say', 'when', 'he', 'finds', 'out', 'you', 'have', 'been', 'bedding', 'his', 'mother']","['ever', 'given', 'thought', 'king', 'joffrey', 'say', 'finds', 'bedding', 'mother']","['ever', 'given', 'thought', 'king', 'joffrey', 'say', 'find', 'bedding', 'mother']", ever given thought king joffrey say find bedding mother,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6237,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,cersei lannister,"Oh? Well, you're the expert. Tell me.",House Lannister, oh well you are the expert tell me,8,"['oh', 'well', 'you', 'are', 'the', 'expert', 'tell', 'me']","['oh', 'well', 'expert', 'tell']","['oh', 'well', 'expert', 'tell']", oh well expert tell,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.2732}",0.2732
5752,5/13/2012,Season 2,Episode 7,A Man Without Honor,jorah mormont,"You are not your brother. Trust me, Khaleesi.",House Mormont, you are not your brother trust me khaleesi,8,"['you', 'are', 'not', 'your', 'brother', 'trust', 'me', 'khaleesi']","['brother', 'trust', 'khaleesi']","['brother', 'trust', 'khaleesi']", brother trust khaleesi,"{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.5106}",0.5106
3648,4/8/2012,Season 2,Episode 2,The Night Lands,cersei lannister,One trip to The Wall and you come back believing in grumpkins and snarks. .,House Lannister, one trip to the wall and you come back believing in grumpkins and snarks ,14,"['one', 'trip', 'to', 'the', 'wall', 'and', 'you', 'come', 'back', 'believing', 'in', 'grumpkins', 'and', 'snarks']","['one', 'trip', 'wall', 'come', 'back', 'believing', 'grumpkins', 'snarks']","['one', 'trip', 'wall', 'come', 'back', 'believing', 'grumpkins', 'snarks']", one trip wall come back believing grumpkins snarks,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5446,5/6/2012,Season 2,Episode 6,The Old Gods and the New,catelyn stark,Robb.,House Stark, robb,1,['robb'],['robb'],['robb'], robb,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6081,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,tywin lannister,"Ha! The last time the scouts assured us of Stark's movement, he lured us into a trap. Which is why my son is his prisoner.",House Lannister, ha the last time the scouts assured us of starks movement he lured us into a trap which is why my son is his prisoner,25,"['ha', 'the', 'last', 'time', 'the', 'scouts', 'assured', 'us', 'of', 'starks', 'movement', 'he', 'lured', 'us', 'into', 'a', 'trap', 'which', 'is', 'why', 'my', 'son', 'is', 'his', 'prisoner']","['ha', 'last', 'time', 'scouts', 'assured', 'us', 'starks', 'movement', 'lured', 'us', 'trap', 'son', 'prisoner']","['ha', 'last', 'time', 'scout', 'assured', 'u', 'starks', 'movement', 'lured', 'u', 'trap', 'son', 'prisoner']", ha last time scout assured u starks movement lured u trap son prisoner,"{'neg': 0.328, 'neu': 0.395, 'pos': 0.277, 'compound': -0.2263}",-0.2263
5831,5/13/2012,Season 2,Episode 7,A Man Without Honor,alton,Leaving that battlefield was like being dragged off to prison.,House Lannister, leaving that battlefield was like being dragged off to prison,10,"['leaving', 'that', 'battlefield', 'was', 'like', 'being', 'dragged', 'off', 'to', 'prison']","['leaving', 'battlefield', 'like', 'dragged', 'prison']","['leaving', 'battlefield', 'like', 'dragged', 'prison']", leaving battlefield like dragged prison,"{'neg': 0.67, 'neu': 0.094, 'pos': 0.236, 'compound': -0.5574}",-0.5574
4498,4/22/2012,Season 2,Episode 4,Garden of Bones,catelyn stark,Get out.,House Stark, get out,2,"['get', 'out']",['get'],['get'], get,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5746,5/13/2012,Season 2,Episode 7,A Man Without Honor,jorah mormont,They are not to be trusted.,House Mormont, they are not to be trusted,6,"['they', 'are', 'not', 'to', 'be', 'trusted']",['trusted'],['trusted'], trusted,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4767}",0.4767
6214,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,cersei lannister,Do you think I'm an idiot?,House Lannister, do you think i am an idiot,7,"['do', 'you', 'think', 'i', 'am', 'an', 'idiot']","['think', 'idiot']","['think', 'idiot']", think idiot,"{'neg': 0.767, 'neu': 0.233, 'pos': 0.0, 'compound': -0.5106}",-0.5106
4573,4/22/2012,Season 2,Episode 4,Garden of Bones,jorah mormont,"Khaleesi, please be careful.",House Mormont, khaleesi please be careful,4,"['khaleesi', 'please', 'be', 'careful']","['khaleesi', 'please', 'careful']","['khaleesi', 'please', 'careful']", khaleesi please careful,"{'neg': 0.0, 'neu': 0.204, 'pos': 0.796, 'compound': 0.4404}",0.4404
5594,5/13/2012,Season 2,Episode 7,A Man Without Honor,jon snow,"If you're my prisoner, you're not a free woman. That's what ""prisoner"" means.",House Stark, if you are my prisoner you are not a free woman that is what prisoner means,16,"['if', 'you', 'are', 'my', 'prisoner', 'you', 'are', 'not', 'a', 'free', 'woman', 'that', 'is', 'what', 'prisoner', 'means']","['prisoner', 'free', 'woman', 'prisoner', 'means']","['prisoner', 'free', 'woman', 'prisoner', 'mean']", prisoner free woman prisoner mean,"{'neg': 0.569, 'neu': 0.163, 'pos': 0.268, 'compound': -0.5719}",-0.5719
3563,4/8/2012,Season 2,Episode 2,The Night Lands,robb stark,I'm sending one of your cousins down to King's Landing with my peace terms.,House Stark, i am sending one of your cousins down to kings landing with my peace terms,15,"['i', 'am', 'sending', 'one', 'of', 'your', 'cousins', 'down', 'to', 'kings', 'landing', 'with', 'my', 'peace', 'terms']","['sending', 'one', 'cousins', 'kings', 'landing', 'peace', 'terms']","['sending', 'one', 'cousin', 'king', 'landing', 'peace', 'term']", sending one cousin king landing peace term,"{'neg': 0.0, 'neu': 0.632, 'pos': 0.368, 'compound': 0.5423}",0.5423
5849,5/13/2012,Season 2,Episode 7,A Man Without Honor,jorah mormont,You have them? Where are they?,House Mormont, you have them where are they,6,"['you', 'have', 'them', 'where', 'are', 'they']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
3201,4/1/2012,Season 2,Episode 1,The North Remembers,joffrey lannister,"Take him away. I'll have him killed tomorrow, the fool.",House Lannister, take him away i will have him killed tomorrow the fool,11,"['take', 'him', 'away', 'i', 'will', 'have', 'him', 'killed', 'tomorrow', 'the', 'fool']","['take', 'away', 'killed', 'tomorrow', 'fool']","['take', 'away', 'killed', 'tomorrow', 'fool']", take away killed tomorrow fool,"{'neg': 0.712, 'neu': 0.288, 'pos': 0.0, 'compound': -0.8126}",-0.8126
6688,5/27/2012,Season 2,Episode 9,Blackwater,tyrion lannister,Those are brave men knocking at our door. Let's go kill them.,House Lannister, those are brave men knocking at our door let us go kill them,13,"['those', 'are', 'brave', 'men', 'knocking', 'at', 'our', 'door', 'let', 'us', 'go', 'kill', 'them']","['brave', 'men', 'knocking', 'door', 'let', 'us', 'go', 'kill']","['brave', 'men', 'knocking', 'door', 'let', 'u', 'go', 'kill']", brave men knocking door let u go kill,"{'neg': 0.359, 'neu': 0.382, 'pos': 0.26, 'compound': -0.3182}",-0.3182
6768,6/3/2012,Season 2,Episode 10,Valar Morghulis,sansa stark,They're right. I'm not good enough for him.,House Stark, they are right i am not good enough for him,10,"['they', 'are', 'right', 'i', 'am', 'not', 'good', 'enough', 'for', 'him']","['right', 'good', 'enough']","['right', 'good', 'enough']", right good enough,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.4404
4115,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,cersei lannister,The princess just spoke to you.,House Lannister, the princess just spoke to you,6,"['the', 'princess', 'just', 'spoke', 'to', 'you']","['princess', 'spoke']","['princess', 'spoke']", princess spoke,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5811,5/13/2012,Season 2,Episode 7,A Man Without Honor,jaime lannister,"Poor lad. That was my brother's doing, I seem to recall. I remember you. You'd never squired for anyone before.",House Lannister, poor lad that was my brothers doing i seem to recall i remember you you would never squired for anyone before,21,"['poor', 'lad', 'that', 'was', 'my', 'brothers', 'doing', 'i', 'seem', 'to', 'recall', 'i', 'remember', 'you', 'you', 'would', 'never', 'squired', 'for', 'anyone', 'before']","['poor', 'lad', 'brothers', 'seem', 'recall', 'remember', 'would', 'never', 'squired', 'anyone']","['poor', 'lad', 'brother', 'seem', 'recall', 'remember', 'would', 'never', 'squired', 'anyone']", poor lad brother seem recall remember would never squired anyone,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}",-0.4767
6278,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,talisa,"I was raised to be a proper little lady, to play the harp and dance the latest steps and recite Valyrian poetry.",House Stark, i was raised to be a proper little lady to play the harp and dance the latest steps and recite valyrian poetry,22,"['i', 'was', 'raised', 'to', 'be', 'a', 'proper', 'little', 'lady', 'to', 'play', 'the', 'harp', 'and', 'dance', 'the', 'latest', 'steps', 'and', 'recite', 'valyrian', 'poetry']","['raised', 'proper', 'little', 'lady', 'play', 'harp', 'dance', 'latest', 'steps', 'recite', 'valyrian', 'poetry']","['raised', 'proper', 'little', 'lady', 'play', 'harp', 'dance', 'latest', 'step', 'recite', 'valyrian', 'poetry']", raised proper little lady play harp dance latest step recite valyrian poetry,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.2782}",0.2782
4015,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,luwin,What about all the dreams you had that didn't come true? Hmm? Right.,House Stark, what about all the dreams you had that did not come true hmm right,14,"['what', 'about', 'all', 'the', 'dreams', 'you', 'had', 'that', 'did', 'not', 'come', 'true', 'hmm', 'right']","['dreams', 'come', 'true', 'hmm', 'right']","['dream', 'come', 'true', 'hmm', 'right']", dream come true hmm right,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.5859}",0.5859
5814,5/13/2012,Season 2,Episode 7,A Man Without Honor,alton,You really remember?,House Lannister, you really remember,3,"['you', 'really', 'remember']","['really', 'remember']","['really', 'remember']", really remember,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4928,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,"I'm afraid I have to concur with my advisor, Wisdom Haylene. The contents of this room could lay King's Landing low. You won't be making wildfire for my sister any longer. You'll be making it for me.",House Lannister, i am afraid i have to concur with my advisor wisdom haylene the contents of this room could lay kings landing low you will not be making wildfire for my sister any longer you will be making it for me,40,"['i', 'am', 'afraid', 'i', 'have', 'to', 'concur', 'with', 'my', 'advisor', 'wisdom', 'haylene', 'the', 'contents', 'of', 'this', 'room', 'could', 'lay', 'kings', 'landing', 'low', 'you', 'will', 'not', 'be', 'making', 'wildfire', 'for', 'my', 'sister', 'any', 'longer', 'you', 'will', 'be', 'making', 'it', 'for', 'me']","['afraid', 'concur', 'advisor', 'wisdom', 'haylene', 'contents', 'room', 'could', 'lay', 'kings', 'landing', 'low', 'making', 'wildfire', 'sister', 'longer', 'making']","['afraid', 'concur', 'advisor', 'wisdom', 'haylene', 'content', 'room', 'could', 'lay', 'king', 'landing', 'low', 'making', 'wildfire', 'sister', 'longer', 'making']", afraid concur advisor wisdom haylene content room could lay king landing low making wildfire sister longer making,"{'neg': 0.102, 'neu': 0.732, 'pos': 0.166, 'compound': 0.3182}",0.3182
4216,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,cersei lannister,Are you mad? The Martells loathe us.,House Lannister, are you mad the martells loathe us,7,"['are', 'you', 'mad', 'the', 'martells', 'loathe', 'us']","['mad', 'martells', 'loathe', 'us']","['mad', 'martells', 'loathe', 'u']", mad martells loathe u,"{'neg': 0.865, 'neu': 0.135, 'pos': 0.0, 'compound': -0.7506}",-0.7506
4621,4/22/2012,Season 2,Episode 4,Garden of Bones,lancel lannister,It's not my fault!,House Lannister, it is not my fault,5,"['it', 'is', 'not', 'my', 'fault']",['fault'],['fault'], fault,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",-0.4019
4736,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,cersei lannister,No need to concern yourself over it. The king is taking personal charge of siege preparations.,House Lannister, no need to concern yourself over it the king is taking personal charge of siege preparations,16,"['no', 'need', 'to', 'concern', 'yourself', 'over', 'it', 'the', 'king', 'is', 'taking', 'personal', 'charge', 'of', 'siege', 'preparations']","['need', 'concern', 'king', 'taking', 'personal', 'charge', 'siege', 'preparations']","['need', 'concern', 'king', 'taking', 'personal', 'charge', 'siege', 'preparation']", need concern king taking personal charge siege preparation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3418,4/1/2012,Season 2,Episode 1,The North Remembers,jaime lannister,You think my father's going to negotiate with you? You don't know him very well.,House Lannister, you think my fathers going to negotiate with you you do not know him very well,16,"['you', 'think', 'my', 'fathers', 'going', 'to', 'negotiate', 'with', 'you', 'you', 'do', 'not', 'know', 'him', 'very', 'well']","['think', 'fathers', 'going', 'negotiate', 'know', 'well']","['think', 'father', 'going', 'negotiate', 'know', 'well']", think father going negotiate know well,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}",0.2732
5405,5/6/2012,Season 2,Episode 6,The Old Gods and the New,tywin lannister,I did. I grew up with him. I watched him grow old.,House Lannister, i did i grew up with him i watched him grow old,12,"['i', 'did', 'i', 'grew', 'up', 'with', 'him', 'i', 'watched', 'him', 'grow', 'old']","['grew', 'watched', 'grow', 'old']","['grew', 'watched', 'grow', 'old']", grew watched grow old,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4614,4/22/2012,Season 2,Episode 4,Garden of Bones,lancel lannister,The Queen Regent has a great many responsibilities. She often works from dusk till dawn.,House Lannister, the queen regent has a great many responsibilities she often works from dusk till dawn,15,"['the', 'queen', 'regent', 'has', 'a', 'great', 'many', 'responsibilities', 'she', 'often', 'works', 'from', 'dusk', 'till', 'dawn']","['queen', 'regent', 'great', 'many', 'responsibilities', 'often', 'works', 'dusk', 'till', 'dawn']","['queen', 'regent', 'great', 'many', 'responsibility', 'often', 'work', 'dusk', 'till', 'dawn']", queen regent great many responsibility often work dusk till dawn,"{'neg': 0.0, 'neu': 0.687, 'pos': 0.313, 'compound': 0.6249}",0.6249
5816,5/13/2012,Season 2,Episode 7,A Man Without Honor,alton,When I think back to that day-,House Lannister, when i think back to that day,7,"['when', 'i', 'think', 'back', 'to', 'that', 'day']","['think', 'back', 'day']","['think', 'back', 'day']", think back day,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6336,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,joffrey lannister,They say Stannis never smiles. I'll give him a red smile from ear to ear.,House Lannister, they say stannis never smiles i will give him a red smile from ear to ear,16,"['they', 'say', 'stannis', 'never', 'smiles', 'i', 'will', 'give', 'him', 'a', 'red', 'smile', 'from', 'ear', 'to', 'ear']","['say', 'stannis', 'never', 'smiles', 'give', 'red', 'smile', 'ear', 'ear']","['say', 'stannis', 'never', 'smile', 'give', 'red', 'smile', 'ear', 'ear']", say stannis never smile give red smile ear ear,"{'neg': 0.376, 'neu': 0.624, 'pos': 0.0, 'compound': -0.4973}",-0.4973
3228,4/1/2012,Season 2,Episode 1,The North Remembers,cersei lannister,"Then do your job. Shut the gates to the peasants. They belong in the field, not our capital.",House Lannister, then do your job shut the gates to the peasants they belong in the field not our capital,18,"['then', 'do', 'your', 'job', 'shut', 'the', 'gates', 'to', 'the', 'peasants', 'they', 'belong', 'in', 'the', 'field', 'not', 'our', 'capital']","['job', 'shut', 'gates', 'peasants', 'belong', 'field', 'capital']","['job', 'shut', 'gate', 'peasant', 'belong', 'field', 'capital']", job shut gate peasant belong field capital,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6111,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,jon snow,I didn't.,House Stark, i didnt,2,"['i', 'didnt']",['didnt'],['didnt'], didnt,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
